survived;sex;age;n_siblings_spouses;parch;fare;class;deck;embark_town;alone
1;female;42.00.00;1;0;26.00.00;Second;unknown;Southampton;n
0;male;17.00;0;0;7.125;Third;unknown;Southampton;y
0;male;50.00.00;1;0;55.09.00;First;E;Southampton;n
1;female;14.00;1;2;120.00.00;First;B;Southampton;n
1;female;24.00.00;2;3;0,802083333;Second;unknown;Southampton;n
0;male;64.00.00;1;4;263.00.00;First;C;Southampton;n
0;male;31.00.00;0;0;10.05;Second;unknown;Southampton;y
1;female;45.00.00;1;1;26.25.00;Second;unknown;Southampton;n
0;male;20.00;0;0;09.05;Third;unknown;Southampton;y
1;female;28.00.00;0;0;13.00;Second;unknown;Southampton;y
1;male;28.00.00;0;0;81.125;Third;unknown;Southampton;y
1;male;34.00.00;0;0;26.55.00;First;unknown;Southampton;y
1;female;05.00;2;1;192.583;Third;unknown;Cherbourg;n
1;male;52.00.00;0;0;30.05.00;First;C;Southampton;y
0;male;36.00.00;1;2;27.75;Second;unknown;Southampton;n
0;male;30.00.00;0;0;27.75;First;C;Cherbourg;y
1;male;49.00.00;1;0;891.042;First;C;Cherbourg;n
1;male;29.00.00;0;0;78.958;Third;unknown;Cherbourg;y
0;male;65.00.00;0;0;26.55.00;First;E;Southampton;y
1;female;28.00.00;1;0;518.625;First;D;Southampton;n
1;male;48.00.00;0;0;26.55.00;First;E;Southampton;y
0;male;34.00.00;0;0;08.05;Third;unknown;Southampton;y
0;male;47.00.00;0;0;38.05.00;First;E;Southampton;y
0;male;28.00.00;0;0;08.05;Third;unknown;Southampton;y
0;male;38.00.00;0;0;07.05;Third;unknown;Southampton;y
0;male;56.00.00;0;0;26.55.00;First;unknown;Southampton;y
0;male;28.00.00;0;0;7.725;Third;unknown;Queenstown;y
1;female;0,052083333;2;1;192.583;Third;unknown;Cherbourg;n
0;male;28.00.00;0;0;07.25;Third;unknown;Southampton;y
1;female;33.00.00;1;2;27.75;Second;unknown;Southampton;n
1;female;23.00;0;0;137.917;Second;D;Cherbourg;y
0;male;28.00.00;0;0;52.00.00;First;A;Southampton;y
0;male;34.00.00;1;0;21.00;Second;unknown;Southampton;n
0;male;29.00.00;1;0;70.458;Third;unknown;Southampton;n
1;female;02.00;0;1;122.875;Third;unknown;Southampton;n
0;male;09.00;5;2;46.09.00;Third;unknown;Southampton;n
0;male;28.00.00;0;0;00.00;Second;unknown;Southampton;y
1;female;63.00.00;0;0;95.875;Third;unknown;Southampton;y
1;male;25.00.00;1;0;910.792;First;B;Cherbourg;n
0;female;28.00.00;3;1;254.667;Third;unknown;Southampton;n
1;female;35.00.00;1;0;90.00.00;First;C;Southampton;n
0;male;58.00.00;0;0;29.07.00;First;B;Cherbourg;y
1;male;09.00;1;1;15.09;Third;unknown;Southampton;n
0;male;28.00.00;1;0;199.667;Third;unknown;Southampton;n
0;male;71.00.00;0;0;495.042;First;unknown;Cherbourg;y
0;male;21.00;0;0;08.05;Third;unknown;Southampton;y
0;female;25.00.00;1;2;151.55.00;First;C;Southampton;n
0;male;17.00;0;0;86.625;Third;unknown;Southampton;y
0;female;21.00;0;0;0,34375;Third;unknown;Queenstown;y
0;female;37.00.00;0;0;95.875;Third;unknown;Southampton;y
0;male;18.00;1;0;108.09.00;First;C;Cherbourg;n
1;female;33.00.00;0;2;26.00.00;Second;unknown;Southampton;n
1;male;28.00.00;0;0;26.55.00;First;unknown;Southampton;y
1;male;26.00.00;0;0;564.958;Third;unknown;Southampton;y
1;female;54.00.00;1;0;59.04.00;First;unknown;Cherbourg;n
0;male;24.00.00;0;0;74.958;Third;unknown;Southampton;y
0;male;47.00.00;0;0;340.208;First;D;Southampton;y
1;female;34.00.00;0;0;10.05;Second;F;Southampton;y
1;female;36.00.00;1;0;26.00.00;Second;unknown;Southampton;n
0;male;32.00.00;0;0;78.958;Third;unknown;Southampton;y
1;female;30.00.00;0;0;93.05.00;First;B;Southampton;y
0;male;22.00;0;0;78.958;Third;unknown;Southampton;y
1;female;44.00.00;0;1;579.792;First;B;Cherbourg;n
0;male;28.00.00;0;0;72.292;Third;unknown;Cherbourg;y
0;male;40.05.00;0;0;0,34375;Third;unknown;Queenstown;y
1;female;50.00.00;0;0;10.05;Second;unknown;Southampton;y
0;male;28.00.00;0;0;2.217.792;First;C;Southampton;y
0;male;23.00;2;1;11.05;Second;unknown;Southampton;n
1;female;02.00;1;1;26.00.00;Second;unknown;Southampton;n
0;male;17.00;1;1;72.292;Third;unknown;Cherbourg;n
1;female;28.00.00;0;2;223.583;Third;unknown;Cherbourg;n
0;female;30.00.00;0;0;86.625;Third;unknown;Southampton;y
1;female;07.00;0;2;26.25.00;Second;unknown;Southampton;n
0;male;45.00.00;0;0;26.55.00;First;B;Southampton;y
1;female;30.00.00;0;0;106.425;First;unknown;Cherbourg;y
1;female;22.00;0;2;49.05.00;First;B;Cherbourg;n
1;female;36.00.00;0;2;71.00.00;First;B;Southampton;n
0;female;09.00;4;2;31.275;Third;unknown;Southampton;n
0;female;11.00;4;2;31.275;Third;unknown;Southampton;n
0;male;50.00.00;1;0;106.425;First;C;Cherbourg;n
1;female;19.00;1;0;26.00.00;Second;unknown;Southampton;n
1;male;28.00.00;0;0;138.625;Second;unknown;Cherbourg;y
0;male;33.00.00;1;1;20.525;Third;unknown;Southampton;n
1;male;17.00;0;2;1.108.833;First;C;Cherbourg;n
0;male;27.00.00;0;0;26.00.00;Second;unknown;Southampton;y
0;male;28.00.00;0;0;78.292;Third;unknown;Queenstown;y
1;female;22.00;0;0;7.775;Third;unknown;Southampton;y
1;female;48.00.00;1;0;39.06.00;First;A;Cherbourg;n
0;male;28.00.00;0;0;227.525;First;unknown;Cherbourg;y
1;female;39.00.00;1;1;79.65;First;E;Southampton;n
1;female;36.00.00;1;0;17.04;Third;unknown;Southampton;n
0;male;28.00.00;0;0;0,34375;Third;unknown;Queenstown;y
0;male;40.00.00;0;0;78.958;Third;unknown;Southampton;y
0;male;28.00.00;0;0;08.05;Third;unknown;Southampton;y
0;male;24.00.00;2;0;24.15.00;Third;unknown;Southampton;n
0;male;19.00;0;0;78.958;Third;unknown;Southampton;y
0;female;29.00.00;0;4;21.075;Third;unknown;Southampton;n
1;male;32.00.00;0;0;78.542;Third;unknown;Southampton;y
1;male;62.00.00;0;0;10.05;Second;unknown;Southampton;y
1;female;53.00.00;2;0;514.792;First;C;Southampton;n
1;male;36.00.00;0;0;263.875;First;E;Southampton;y
0;male;16.00;0;0;08.05;Third;unknown;Southampton;y
1;female;34.00.00;0;0;13.00;Second;unknown;Southampton;y
1;female;25.00.00;1;1;30.00.00;Second;unknown;Southampton;n
0;male;36.00.00;0;0;40.125;First;A;Cherbourg;y
0;male;47.00.00;0;0;15.00;Second;unknown;Southampton;y
1;male;60.00.00;1;1;79.02.00;First;B;Cherbourg;n
0;male;28.00.00;0;0;08.05;Third;unknown;Southampton;y
0;male;35.00.00;0;0;7.125;Third;unknown;Southampton;y
1;female;52.00.00;1;0;782.667;First;D;Cherbourg;n
0;male;47.00.00;0;0;07.25;Third;unknown;Southampton;y
0;female;28.00.00;0;2;0,34375;Third;unknown;Queenstown;n
0;male;37.00.00;1;0;26.00.00;Second;unknown;Southampton;n
0;male;36.00.00;1;1;24.15.00;Third;unknown;Southampton;n
1;female;28.00.00;0;0;33.00.00;Second;unknown;Southampton;y
0;male;49.00.00;0;0;00.00;Third;unknown;Southampton;y
0;male;28.00.00;0;0;7.225;Third;unknown;Cherbourg;y
1;male;49.00.00;1;0;569.292;First;A;Cherbourg;n
1;male;35.00.00;0;0;26.55.00;First;unknown;Cherbourg;y
0;male;36.00.00;1;0;15.55;Third;unknown;Southampton;n
0;male;30.00.00;0;0;78.958;Third;unknown;Southampton;y
1;male;27.00.00;0;0;30.05.00;First;unknown;Southampton;y
1;female;22.00;1;2;415.792;Second;unknown;Cherbourg;n
1;female;40.00.00;0;0;1.534.625;First;C;Southampton;y
0;female;39.00.00;1;5;31.275;Third;unknown;Southampton;n
0;male;28.00.00;0;0;07.05;Third;unknown;Southampton;y
1;female;28.00.00;1;0;15.05;Third;unknown;Queenstown;n
0;male;35.00.00;0;0;08.05;Third;unknown;Southampton;y
1;female;24.00.00;1;2;65.00.00;Second;unknown;Southampton;n
0;male;34.00.00;1;1;14.04;Third;unknown;Southampton;n
0;male;26.00.00;0;0;10.05;Second;unknown;Southampton;y
1;male;20.00;1;1;157.417;Third;unknown;Cherbourg;n
0;male;61.00.00;0;0;323.208;First;D;Southampton;y
0;male;57.00.00;0;0;12.35;Second;unknown;Queenstown;y
1;female;21.00;0;0;779.583;First;D;Southampton;y
0;male;26.00.00;0;0;78.958;Third;unknown;Southampton;y
0;male;28.00.00;0;0;77.333;Third;unknown;Queenstown;y
1;male;80.00.00;0;0;30.00.00;First;A;Southampton;y
0;male;51.00.00;0;0;70.542;Third;unknown;Southampton;y
1;male;32.00.00;0;0;30.05.00;First;B;Cherbourg;y
0;female;09.00;3;2;27.09.00;Third;unknown;Southampton;n
1;female;28.00.00;0;0;13.00;Second;unknown;Southampton;y
0;male;32.00.00;0;0;7.925;Third;unknown;Southampton;y
0;female;41.00.00;0;5;396.875;Third;unknown;Southampton;n
0;male;28.00.00;1;0;16.01;Third;unknown;Southampton;n
0;male;20.00;0;0;78.542;Third;unknown;Southampton;y
1;male;28.00.00;0;0;564.958;Third;unknown;Southampton;y
1;female;0,052083333;2;1;192.583;Third;unknown;Cherbourg;n
1;male;48.00.00;1;0;767.292;First;D;Cherbourg;n
0;male;28.00.00;0;0;07.55;Third;unknown;Southampton;y
1;female;23.00;0;0;07.55;Third;unknown;Southampton;y
0;male;28.00.00;0;0;78.958;Third;unknown;Southampton;y
1;female;18.00;0;1;23.00;Second;unknown;Southampton;n
0;male;21.00;0;0;84.333;Third;unknown;Southampton;y
0;male;24.00.00;2;0;73.05.00;Second;unknown;Southampton;n
0;male;28.00.00;0;0;78.958;Third;unknown;Southampton;y
0;female;32.00.00;1;1;15.05;Third;unknown;Queenstown;n
1;male;50.00.00;2;0;133.65;First;unknown;Southampton;n
0;male;47.00.00;0;0;255.875;First;E;Southampton;y
0;male;36.00.00;0;0;74.958;Third;unknown;Southampton;y
1;male;20.00;1;0;7.925;Third;unknown;Southampton;n
0;male;25.00.00;0;0;13.00;Second;unknown;Southampton;y
0;male;28.00.00;0;0;7.775;Third;unknown;Southampton;y
0;male;43.00.00;0;0;08.05;Third;unknown;Southampton;y
1;female;40.00.00;1;1;39.00.00;Second;unknown;Southampton;n
0;male;31.00.00;1;0;52.00.00;First;B;Southampton;n
1;male;31.00.00;0;0;13.00;Second;unknown;Southampton;y
0;male;28.00.00;0;0;00.00;Second;unknown;Southampton;y
0;male;18.00;0;0;7.775;Third;unknown;Southampton;y
1;female;18.00;0;0;98.417;Third;unknown;Southampton;y
1;male;36.00.00;0;1;5.123.292;First;B;Cherbourg;n
1;male;27.00.00;0;0;767.292;First;D;Cherbourg;y
0;male;20.00;0;0;9.225;Third;unknown;Southampton;y
0;male;14.00;5;2;46.09.00;Third;unknown;Southampton;n
0;male;60.00.00;1;1;39.00.00;Second;unknown;Southampton;n
0;male;19.00;0;0;101.708;Third;unknown;Southampton;y
0;male;18.00;0;0;77.958;Third;unknown;Southampton;y
1;female;15.00;0;1;2.113.375;First;B;Southampton;n
1;male;31.00.00;1;0;57.00.00;First;B;Southampton;n
1;female;04.00;0;1;134.167;Third;unknown;Cherbourg;n
1;male;28.00.00;0;0;564.958;Third;unknown;Southampton;y
0;male;60.00.00;0;0;26.55.00;First;unknown;Southampton;y
1;female;28.00.00;0;0;77.333;Third;unknown;Queenstown;y
0;male;49.00.00;1;1;1.108.833;First;C;Cherbourg;n
1;male;35.00.00;0;0;262.875;First;E;Southampton;y
0;male;25.00.00;0;0;77.417;Third;unknown;Queenstown;y
0;male;39.00.00;0;0;26.00.00;Second;unknown;Southampton;y
1;female;22.00;0;0;151.55.00;First;unknown;Southampton;y
1;male;28.00.00;1;1;152.458;Third;unknown;Cherbourg;n
1;female;24.00.00;0;0;495.042;First;C;Cherbourg;y
0;male;28.00.00;0;0;26.55.00;First;C;Southampton;y
1;male;48.00.00;1;0;52.00.00;First;C;Southampton;n
0;male;29.00.00;0;0;94.833;Third;unknown;Southampton;y
0;male;19.00;0;0;0,336805556;Third;F;Southampton;y
1;female;38.00.00;0;0;227.525;First;C;Cherbourg;y
1;female;27.00.00;0;0;10.05;Second;E;Southampton;y
0;male;28.00.00;0;0;15.05;Third;unknown;Queenstown;y
0;male;33.00.00;0;0;7.775;Third;unknown;Southampton;y
1;female;06.00;0;1;33.00.00;Second;unknown;Southampton;n
0;male;50.00.00;0;0;13.00;Second;unknown;Southampton;y
1;male;27.00.00;1;0;53.01.00;First;E;Southampton;n
1;female;30.00.00;3;0;21.00;Second;unknown;Southampton;n
0;male;25.00.00;1;0;26.00.00;Second;unknown;Southampton;n
0;female;25.00.00;1;0;7.925;Third;unknown;Southampton;n
1;female;29.00.00;0;0;2.113.375;First;B;Southampton;y
0;male;11.00;0;0;187.875;Third;unknown;Cherbourg;y
0;male;28.00.00;0;0;00.00;Second;unknown;Southampton;y
0;male;23.00;0;0;13.00;Second;unknown;Southampton;y
0;male;23.00;0;0;13.00;Second;unknown;Southampton;y
1;male;35.00.00;0;0;5.123.292;First;B;Cherbourg;y
0;male;28.00.00;0;0;78.958;Third;unknown;Southampton;y
0;male;28.00.00;0;0;78.958;Third;unknown;Southampton;y
0;male;36.00.00;1;0;78.85;First;C;Southampton;n
1;female;21.00;2;2;262.375;First;B;Cherbourg;n
0;male;24.00.00;1;0;16.01;Third;unknown;Southampton;n
0;male;70.00.00;1;1;71.00.00;First;B;Southampton;n
1;female;04.00;1;1;23.00;Second;unknown;Southampton;n
1;male;06.00;0;1;12.475;Third;E;Southampton;n
0;male;33.00.00;0;0;09.05;Third;unknown;Southampton;y
0;male;23.00;0;0;78.958;Third;unknown;Southampton;y
1;female;48.00.00;1;2;65.00.00;Second;unknown;Southampton;n
0;male;28.00.00;0;0;77.958;Third;unknown;Southampton;y
0;male;34.00.00;0;0;08.05;Third;unknown;Southampton;y
0;male;28.00.00;0;0;14.05;Third;unknown;Southampton;y
0;male;41.00.00;0;0;7.125;Third;unknown;Southampton;y
1;male;20.00;0;0;72.292;Third;unknown;Cherbourg;y
1;female;51.00.00;1;0;779.583;First;D;Southampton;n
0;male;28.00.00;0;0;39.06.00;First;unknown;Cherbourg;y
0;male;28.00.00;1;0;24.15.00;Third;unknown;Queenstown;n
0;male;32.00.00;0;0;83.625;Third;unknown;Southampton;y
0;male;48.00.00;0;0;78.542;Third;unknown;Southampton;y
0;female;57.00.00;0;0;10.05;Second;E;Southampton;y
0;male;18.00;0;0;0,34375;Third;unknown;Southampton;y
0;male;28.00.00;0;0;0,34375;Third;F;Queenstown;y
1;female;05.00;0;0;12.475;Third;unknown;Southampton;y
1;female;17.00;1;0;57.00.00;First;B;Southampton;n
0;male;29.00.00;0;0;30.00.00;First;D;Southampton;y
0;male;28.00.00;1;2;23.45;Third;unknown;Southampton;n
0;male;25.00.00;0;0;07.05;Third;unknown;Southampton;y
1;male;01.00;1;2;20.575;Third;unknown;Southampton;n
0;male;46.00.00;0;0;79.02.00;First;B;Cherbourg;y
0;male;28.00.00;0;0;0,34375;Third;unknown;Queenstown;y
0;male;16.00;0;0;26.00.00;Second;unknown;Southampton;y
0;female;28.00.00;8;2;69.55.00;Third;unknown;Southampton;n
0;male;28.00.00;0;0;306.958;First;unknown;Cherbourg;y
0;male;25.00.00;0;0;78.958;Third;unknown;Southampton;y
0;male;39.00.00;0;0;13.00;Second;unknown;Southampton;y
1;female;49.00.00;0;0;259.292;First;D;Southampton;y
1;female;31.00.00;0;0;86.833;Third;unknown;Southampton;y
0;male;30.00.00;0;0;72.292;Third;unknown;Cherbourg;y
0;female;30.00.00;1;1;24.15.00;Third;unknown;Southampton;n
0;male;34.00.00;0;0;13.00;Second;unknown;Southampton;y
1;female;31.00.00;1;1;26.25.00;Second;unknown;Southampton;n
1;male;11.00;1;2;120.00.00;First;B;Southampton;n
0;male;31.00.00;0;0;7.775;Third;unknown;Southampton;y
0;male;39.00.00;0;0;00.00;First;A;Southampton;y
0;male;39.00.00;0;0;13.00;Second;unknown;Southampton;y
1;female;33.00.00;1;0;53.01.00;First;E;Southampton;n
0;male;26.00.00;0;0;78.875;Third;unknown;Southampton;y
0;male;39.00.00;0;0;24.15.00;Third;unknown;Southampton;y
0;male;35.00.00;0;0;10.05;Second;unknown;Southampton;y
0;male;30.05.00;0;0;08.05;Third;unknown;Southampton;y
0;male;28.00.00;0;0;00.00;First;B;Southampton;y
0;female;23.00;0;0;7.925;Third;unknown;Southampton;y
0;male;31.00.00;1;1;370.042;Second;unknown;Cherbourg;n
0;male;10.00;3;2;27.09.00;Third;unknown;Southampton;n
1;female;52.00.00;1;1;93.05.00;First;B;Southampton;n
1;male;27.00.00;0;0;86.625;Third;unknown;Southampton;y
0;male;02.00;4;1;396.875;Third;unknown;Southampton;n
0;male;28.00.00;0;0;0,315972222;Third;unknown;Queenstown;y
0;male;28.00.00;0;0;564.958;Third;unknown;Southampton;y
1;male;28.00.00;0;0;0,34375;Third;unknown;Queenstown;y
1;female;15.00;1;0;144.542;Third;unknown;Cherbourg;n
0;male;28.00.00;0;0;72.292;Third;unknown;Cherbourg;y
0;male;23.00;0;0;78.542;Third;unknown;Southampton;y
0;male;18.00;0;0;08.03;Third;unknown;Southampton;y
1;female;39.00.00;1;1;831.583;First;E;Cherbourg;n
0;male;21.00;0;0;86.625;Third;unknown;Southampton;y
0;male;28.00.00;0;0;08.05;Third;unknown;Southampton;y
1;male;28.00.00;0;0;29.07.00;First;C;Cherbourg;y
0;male;16.00;0;0;10.05;Second;unknown;Southampton;y
1;female;30.00.00;0;0;31.00.00;First;unknown;Cherbourg;y
0;male;34.05.00;0;0;64.375;Third;unknown;Cherbourg;y
0;male;42.00.00;0;0;07.55;Third;unknown;Southampton;y
0;male;28.00.00;8;2;69.55.00;Third;unknown;Southampton;n
0;male;35.00.00;0;0;78.958;Third;unknown;Cherbourg;y
0;male;28.00.00;0;1;33.00.00;Second;unknown;Southampton;n
1;female;28.00.00;1;0;891.042;First;C;Cherbourg;n
0;male;04.00;4;2;31.275;Third;unknown;Southampton;n
1;female;16.00;0;1;39.04.00;First;D;Southampton;n
1;female;18.00;0;1;09.35;Third;unknown;Southampton;n
1;female;45.00.00;1;1;1.648.667;First;unknown;Southampton;n
1;male;51.00.00;0;0;26.55.00;First;E;Southampton;y
1;female;24.00.00;0;3;192.583;Third;unknown;Cherbourg;n
0;male;41.00.00;2;0;141.083;Third;unknown;Southampton;n
0;male;24.00.00;0;0;13.00;Second;unknown;Southampton;y
1;female;42.00.00;0;0;13.00;Second;unknown;Southampton;y
1;female;27.00.00;1;0;138.583;Second;unknown;Cherbourg;n
0;male;31.00.00;0;0;504.958;First;A;Southampton;y
1;male;04.00;1;1;111.333;Third;unknown;Southampton;n
0;male;26.00.00;0;0;78.958;Third;unknown;Southampton;y
1;female;47.00.00;1;1;525.542;First;D;Southampton;n
0;male;33.00.00;0;0;05.00;First;B;Southampton;y
0;male;47.00.00;0;0;09.00;Third;unknown;Southampton;y
1;female;28.00.00;1;0;24.00.00;Second;unknown;Cherbourg;n
1;female;15.00;0;0;7.225;Third;unknown;Cherbourg;y
0;male;20.00;0;0;98.458;Third;unknown;Southampton;y
0;male;19.00;0;0;78.958;Third;unknown;Southampton;y
0;male;28.00.00;0;0;78.958;Third;unknown;Southampton;y
0;female;22.00;0;0;105.167;Third;unknown;Southampton;y
0;male;28.00.00;0;0;10.05;Second;unknown;Southampton;y
0;male;25.00.00;0;0;07.05;Third;unknown;Southampton;y
1;female;19.00;0;0;30.00.00;First;B;Southampton;y
0;female;28.00.00;1;2;23.45;Third;unknown;Southampton;n
0;male;32.00.00;0;0;0,34375;Third;unknown;Queenstown;y
